lambda,mean_ndcg,std_ndcg,mean_map,std_map,mean_mrr,mean_p10,ndcg_fold_1,ndcg_fold_2,ndcg_fold_3,ndcg_fold_4,ndcg_fold_5
0.7,0.7768588066625703,0.0562550520242609,0.5634460215683413,0.07905425431285647,0.8807142857142857,0.6964285714285714,0.7553170696977395,0.7161969975396406,0.7259618959939103,0.8326644651625758,0.854153604918986
0.9,0.7767122549764947,0.04801851561235142,0.5610099754843858,0.07261143967089102,0.8869047619047621,0.6807142857142857,0.7487991412142804,0.7299478823792754,0.7375382745226949,0.8170977079834733,0.850178268782749
0.5,0.7739252857469883,0.06218748626597787,0.5599694186164801,0.08133699957969014,0.8664285714285714,0.7092857142857143,0.7546733545219808,0.6925934204915476,0.7306318949871156,0.8379181921406005,0.8538095665936962
0.3,0.7574775813680508,0.06364808960005845,0.5461562541925031,0.0813790240174836,0.8366666666666667,0.7114285714285714,0.7434282827330464,0.6657689213699136,0.7204067090245643,0.8228402044560212,0.8349437892567084
0.1,0.7370556730261392,0.07087131147191865,0.5231353316058645,0.0795334318884475,0.8330952380952381,0.7028571428571428,0.7262547877484523,0.6249680080846446,0.7088821263739717,0.801867978359567,0.8233054645640594
